text,score
"haunted by the memories of war , he seeks a quiet life of farming , solitude and prayer .",1
"but for rachel , this love stirs not only untested emotions , but forces her to confront her past .",1
"it also touches on the encroachment of christianity brought by the missionaries , which is at odds with mepe's tribal and traditional roots .",1
"yakusho , as always , is wonderful as the long-faced sad sack . . . and his chemistry with shimizu is very believable .",0
"yet , one rare pok&#233 ; mon isn't safe without help from another - thus enters suicune , a . k . a . the north wind .",1
"identified as deserters , they are returned to their barracks to be court martialed .",1
"in a revealing and often hilarious portrait , mary dispenses homespun wisdom while divulging family secrets and rivalries .",1
"most fish stories are a little peculiar , but this is one that should be thrown back in the river .",0
"lesson to be learned : never , never mess with "" the gay mafia ! """,1
"now , in the twilight of his life , emile shapes the final chapters of his mental autobiography .",1
along the way he picks up a pastor who desires to learn the deeper things of god .,1
kapur's contradictory feelings about his material result in a movie that works against itself .,0
we follow the wacky exploits of the town's inhabitants from sassy saloon girls and amazonian behemoth parrots to hypnotist dentists and 400-pound tooth fairies .,1
"believing his parent's dead , bruce is raised by adoptive parents .",1
this is especialy true when he makes a special connection at a hollywood industry party .,1
. . . the movie just seemed to be trying too hard to be something different . .,0
"director yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we haven't seen 10 , 000 times .",0
it is a journey that will take both carol and charlie to the edge of reality .,1
"familiar stranger chronicles stacy krebbs , a 19-year-old college student : who is viciously attacked one night in her home by a mysterious stalker .",1
"when not wallowing in its characters' frustrations , the movie is busy contriving false , sitcom-worthy solutions to their problems .",0
the film runs on a little longer than it needs to -- muccino either doesn't notice when his story ends or just can't tear himself away from the characters -- but it's smooth and professional .,0
"being author wells' great-grandson , you'd think filmmaker simon wells would have more reverence for the material . but this costly dud is a far cry from either the book or the beloved film .",0
the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .,0
"mehta expertly fashions a fascinating hybrid that is sure to delight audiences with its good-natured and well-timed humor , and its unabashed refusal to take itself seriously .",0
arjun is already the number one person on several men&#180 ; s hit lists and must overcome this and everything he encounters on his hunt .,1
fourteen-year-old misfit farm boy duncan midge ( hirsch ) is trying to cope with his mother's death .,1
"once they begin towing the ghost ship towards harbor , a series of bizarre ocurrences happen and the group becomes trapped inside the ship , which they soon learn is inhabited by a demonic creature .",1
clerick john preston ( bale ) is a top ranking government agent responsible for destroying those who resist the rules .,1
"for the most part , the film does hold up pretty well .",0
". . . the one thing this wild film has that other imax films don't : chimps , lots of chimps , all blown up to the size of a house . that's fun for kids of any age .",0
the weakest of the four harry potter books has been transformed into the stronger of the two films by the thinnest of margins .,0
"after two years seperated , they are mysteriously joined together to solve a case on spooky island .",1
"content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance .",0
"color , musical bounce and warm seas lapping on island shores . and just enough science to send you home thinking .",0
. . . too gory to be a comedy and too silly to be an effective horror film .,0
"at the end of the worst day of his life , bruce angrily ridicules and rages against god and god responds .",1
happy times maintains an appealing veneer without becoming too cute about it .,0
"despite its good nature and some genuinely funny moments , super troopers suffers from a bad case of arrested development .",0
the family come from a long line of masters of disguise who are able to mask themselves as almost anyone or anything by harnessing the great power of energico .,1
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,0
"moore's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that's still very much playing itself out .",0
jenny must fight to earn her scholarship and try to find a balance between the man of her faith and the man of her dreams .,1
"when a harmonium and a mysterious woman ( emily watson ) enter his life , his romantic journey begins .",1
"piccoli's performance is amazing , yes , but the symbols of loss and denial and life-at-arm's-length in the film seem irritatingly transparent .",0
the filmmakers lack the nerve . . . to fully exploit the script's potential for sick humor .,0
"at the same time , gwen who writes for the college paper , is tasked with doing a story on him , but van is too busy partying to do that .",1
"i'm not sure which half of dragonfly is worse : the part where nothing's happening , or the part where something's happening , but it's stupid .",0
with this relation the characters will discover lot of things about their past .,1
"louis has something hilary desperately needs , and hilary has something louis cannot live without .",1
will grab your children by the imagination and amaze them and amuse them .,0
"welles groupie/scholar peter bogdanovich took a long time to do it , but he's finally provided his own broadside at publishing giant william randolph hearst .",0
"he arrives in the small welsh town , unsettling the life of his ex-lover ( redgrave ) while inspiring his newfound daughter to follow in his footsteps with a musical career of her own , against the wishes of her mother .",1
"although attorney matt murdock is blind , his other four senses function with superhuman sharpness .",1
"for a film that's being advertised as a comedy , sweet home alabama isn't as funny as you'd hoped . for a film that's being advertised as a comedy , sweet home alabama isn't as funny as you'd hoped .",0
"academy award nominee diane lane stars as frances mayes , a 35-year-old san francisco writer whose perfect life has just taken an unexpected detour .",1
"a gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost .",0
"it's push-the-limits teen comedy , the type written by people who can't come up with legitimate funny , and it's used so extensively that good bits are hopelessly overshadowed .",0
"an odd , haphazard , and inconsequential romantic comedy .",0
"a mass of weary knights , squires , soldiers of fortune and priests are making their way home across a europe that has changed forever .",1
they try real deal get rich quick schemes but nothing pans out .,1
"likely to give up their first born before they give up their lodge , the crowd puts their heads together and come up with not one , but three methods of raising the money .",1
the whole thing plays like a tired tyco ad .,0
"the movie itself is timeless and universal , at once artless and sophisticated in its ability to engross .",0
has all the poignancy of a hallmark card and all the comedy of a gallagher stand-up act .,0
"the first question to ask about bad company is why anthony hopkins is in it . we assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low .",0
"obviously a socialist commentary , poets is in turn informative , witty and thought-provoking .",1
"in these modern times where phrases like "" two income families "" are the norm , is it wrong for a woman to want to stay home and raise a family ?",1
"cathy ( julianne moore ) is the perfect 50s housewife , living the perfect 50s life : healthy kids , successful husband , social prominence .",1
"then , he must take the money from the e sale to the industrial district where a drunken old gun runner makes him hide in the closet when he gets a visitor then he takes the gun to a modern day opium den where t-mon , a spaced out pimp , cannot get a card trick right .",1
"but after sigmund freud's note ( above ) on the nefarious nature of females , the doctors hatched the theory of counter-transference to explain their feelings .",1
"but jesse&#180 ; isn&#180 ; s alone , because he&#180 ; s accompanied by tulip , his assassin girldfriend and cassidy a drunk irish vampire .",1
all prints of this film should be sent to and buried on pluto .,0
"i liked the original short story but this movie , even at an hour and twenty-some minutes , it's too long and it goes nowhere .",0
". . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",0
it is one of the last true medieval maximum-security penal farms in the country .,1
"see clockstoppers if you have nothing better to do with 94 minutes . but be warned , you too may feel time has decided to stand still . or that the battery on your watch has died .",0
kudos to director doug liman for injecting textbook spy fare with slick intelligence and a truckload of tension .,0
"the decision gets complicated when old secrets , false hope , and personal tragedies threaten to break up the band .",1
"a bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract frank tashlin comedy and as a playful recapitulation of the artist's career .",0
her husband was the love of her life and she does not expect to find another .,1
empire can't make up its mind whether it wants to be a gangster flick or an art film . it doesn't work as either .,0
"for a story set at sea , ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed 'surprises . '",0
this could be lizzy's only chance to start a new life and recreate the family she tragically lost as a child .,1
"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale .",0
"this is a romantic comedy about a girl named christina who , one day , meets a guy in a bar .",1
"nakata's technique is to imply terror by suggestion , rather than the overuse of special effects .",0
"rebuffed in love and uncertain of life , simon is the story of a young englishman's physical and spiritual journey during algeria's battle for independence from france .",1
"dale desperately tries everything to try and calm him down , until the horrors in the dark make him realize brian had good reason to be so afraid !",1
. . . captures the pain and desperation of adolescent powerlessness and humiliation with powerful intimacy . . .,0
"like shrek , spirit's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",0
"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?",0
"faced with its aftermath , angela flees town , unaware that she has put into motion a dramatic and intense string of events that will forever change the course of their lives .",1
the war of the ring has now begun . . .,1
"this is cool , slick stuff , ready to quench the thirst of an audience that misses the summer blockbusters .",0
nights feels more like a quickie tv special than a feature film . . . it's not even a tv special you'd bother watching past the second commercial break .,0
"the real reason to see runteldat is to watch lawrence deploy his deep and wide powers of empathy to depict such diverse experiences as childbirth , breast-feeding and recovering from illness .",0
"the desperate miauczynski personalizes our own fears and obsessions , which have become so visible recently .",1
"sunshine state is sayles at his most robert altman-ish , purposefully juggling about a dozen narrative balls in the air , and letting the mundanity and smallish drama of everyday life tell a larger story .",0
"it won't be easy , but if he can handle bird-eating spiders and venomous snakes without getting bitten , gun-wielding agents shouldn't be too much of a problem .",1
"based on nick hornby's popular british novel , about a boy is a comedy-drama starring hugh grant as will , a rich , child-free and irresponsible londoner in his thirties who , in search of available women , invents an imaginary son and starts attending single parent meetings .",1
"loonies is a film with light-hearted and cheeky humour that , in a moving way , takes us into the pleasantly disturbed world of five somewhat romanticised psychiatric patients .",1
"in the near future in the asian city-state sintawan , everyone's identity is recorded in the vast cyberlink .",1
"the fatal accident was actually choreographed by henrietta , a kervorkian wannabe , and dara and noble become henrietta's unwitting pawns .",1
it's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair .,0
"lisa kudrow plays the vet while lee tergensen is the frazzled husband , whose marriage is going to the dogs .",1
it's crap on a leash--far too polite to scale the lunatic heights of joe dante's similarly styled gremlins .,0
"the hard-to-predict and absolutely essential chemistry between the down-to-earth bullock and the nonchalant grant proves to be sensational , and everything meshes in this elegant entertainment .",0
oliveira seems to pursue silent film representation with every mournful composition .,0
"more of the same from taiwanese auteur tsai ming-liang , which is good news to anyone who's fallen under the sweet , melancholy spell of this unique director's previous films .",0
he gathers a following and becomes a rock star only to find that his music awakens the ancient queen akasha and she wants him to become her king . . .,1
"aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane .",0
"evelyn may be a weightless picture , but it's hardly torture to sit through .",0
"she doesn't want christina to suffer as she has , so sam goes to the edge to try to save the life of this lost girl - whether she wants to be saved or not .",1
suddenly a hand can do something no hand has done before and lips something no lips have ever done .,1
the feds are now determined to bring kilo's operation down .,1
"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .",0
"when raj's family move to england to get involved in an internet business , raj promises tina that he will keep in touch with her and that their friendship will always be forever .",1
"after spending a year in a mental instituton , molly peters finally returns home to her mother .",1
a man brutally beats his girlfriend to death and tosses her remains into a local river . . .,1
"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this .",0
"shown as an episode of "" the south bank show "" .",1
the five main characters are 20-year-olds who are close friends and always hang out together at each others' homes and at their favorite coffeehouse .,1
"but when it comes down to it , the one thing stopping you from living your dreams is you .",1
"much as we might be interested in gratuitous sexualization , haneke has a different objective in mind--namely the implications of our craving for fake stimulation .",0
"an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .",0
what was once original has been co-opted so frequently that it now seems pedestrian .,0
the pianist is the film roman polanski may have been born to make .,0
"this is not an easy film . but it could be , by its art and heart , a necessary one .",0
murder by numbers is like a couple of mediocre tv-movie -of-the-week films clumsily stuck together .,0
"her slutty roommate , lara ( jessica biel ) , has the hots for victor as well .",1
"benefits from a strong performance from zhao , but it's dong jie's face you remember at the end .",0
"heavily pregnant , and wanting to terminate her pregnancy , she's on the run from the future parents , searching for sophie's old flame , ken .",1
"forced with the ultimatum , keith launches himself on a day of reclamation .",1
can the three dons outwit them and not get bluffed by their obvious charms ?,1
the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,0
it treats ana's journey with honesty that is tragically rare in the depiction of young women in film .,0
"a movie more to be prescribed than recommended -- as visually bland as a dentist's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms .",0
"through an unforeseeable chain of events , jack comes face to face with the boundaries of his carefully constructed existence .",1
while the plot follows a predictable connect-the-dots course . . . director john schultz colors the picture in some evocative shades .,0
"not knowing that the others have also been invited , they show up and discover an amusement park that affects young visitors in very strange ways .",1
"in the meantime , a grifter breaks into their apartments and rummages their personal belongings , thus unfolding hidden secrets .",1
"having transplanted herself to hawaii with no one's blessing but her own , anne marie finds all she needs in the adrenaline-charged surf scene . . .",1
"there's plenty of footage here of some of the world's best djs at work , and it's impressive , even for someone uninterested in the genre .",0
"at times he seems to share nicholas's fascination , but then appears more interested in making inroads with the girls at school .",1
"meanwhile , assistant chief holland , the only man in the department willing to stand up to the sis , threatens to end perry's brand of singlehanded "" justice "" on the los angeles streets .",1
"he presents himself to be a rich boy , fool her and romance with her .",1
"[a] superbly controlled , passionate adaptation of graham greene's 1955 novel .",0
"together , ethan and rachel navigate the course of a relationship that is as infuriating as it is inspired , as tender as it is passionate .",1
it's so devoid of joy and energy it makes even jason x . . . look positively shakesperean by comparison .,0
"weighted down with slow , uninvolving storytelling and flat acting .",0
"the tonal shifts are jolting , and though wen's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive .",0
he is a homeless street performer who brings shakespeare's soliloquies to life each afternoon on various street corners around the city of denver .,1
"he enters an unknown world of rituals and cutural perceptions , and fixes everything in his own unique way .",1
"even through its flaws , revolution #9 proves to be a compelling , interestingly told film .",0
"not about to lose the fortune she amassed with her self-serving texas husband , she makes an offer to her process server , joe ( matthew perry ) that sets them off on a wild trip across the country .",1
a man ( phillipe ) awakens in a hospital not recalling the last two years as he begins to find out things from his past he discovers his ability to move from the year 2002 to the year 1999 .,1
offers a persuasive look at a defeated but defiant nation in flux .,0
a girl at a southern baptist high school finds that her pregnancy makes her an outcast .,1
"performances all around are tops , with the two leads delivering oscar-caliber performances .",0
a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family .,0
"a gripping documentary about james nachtwey , a new yorker who's a longtime and much-honored chronicler of the world's misery .",0
"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up .",0
"although barbershop boasts some of today's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless 70s blaxploitation shuck-and-jive sitcom .",0
"in a world besieged by world war ii , wendy , now grown up , tries to give her own children hope by telling them of her magical experiences with peter pan in never land .",1
max and his men torture jose and threaten to kill him if he doesn't turn it over .,1
a bored secretary in the holiday firm funtime inc spends her time looking after the plants around her .,1
"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary .",0
they embark upon a strange and enlightening journey through war torn bosnia .,1
"the movie takes place in mexico , 2002 ( based on a story from the 1800's ) .",1
"nukui is perhaps her most devoted fan , and today he wants to prove it . . .",1
"in the heat of the moment dante blames lucy saying , "" you never wanted this baby .",1
"carmen and juni cortez team up with two other spy kids , gary and gerti giggles , and together they must save the world from the hands of an evil scientist named romero ( buscemi ) .",1
"when fran , ( paige turco ) walks into the prop house where he lives looking for unusual objects , chep immediately develops a crush .",1
"rumours of haunting , paired with the desire to forget the painful tragedy that took place five years before , have kept the truth of holy angel's last days buried with the innocent victims .",1
"when her mother passes away , ella is cared for by her thoughtless and greedy father who remarries a loathsome woman with two treacherous daughters .",1
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution .",0
it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .,0
the country was at the start of a rapid process of industrialization and social change .,1
"abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed . the only problem is that , by the end , no one in the audience or the film seems to really care .",0
'the journey' is the story of a young icelandic girl named kaja .,1
"unbeknownst to her , the real scoop is much more awesome then even she could write about , should she live to tell .",1
"they come to get afang &#38 ; xiang , because they were once involved in a war , and they have to testifie .",1
"the movie features veteran horror heroines leslie culton and jenny wallace , and actors john saenz and jonathan tabor .",1
"the lightest , most breezy movie steven spielberg has made in more than a decade . and the positive change in tone here seems to have recharged him .",0
"if you keep a list of films you want to see one way or another , you would be doing yourself a service by keeping this film high up on that list .",0
. . . a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .,0
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,0
"these movies were the first adult movies , most of them were made in order to explain how sex works to unexperimented young men before their first relation with a prostitute . . .",1
this is a shrewd and effective film from a director who understands how to create and sustain a mood .,0
"ray finds himself feeling cursed , trapped , and miserable as a parade of "" injured "" clients constantly pressure him for their money , most of which is not deserved .",1
"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",0
can be classified as one of those 'alternate reality' movies . . . except that it would have worked so much better dealing in only one reality .,0
"amidst the ever continuous vitality of america , the color photograph , eve yearns for a stillness , a black and white print that will soothe her soul .",1
"if you really want to understand what this story is really all about , you're far better served by the source material .",0
"pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .",0
"except for paymer as the boss who ultimately expresses empathy for bartleby's pain , the performances are so stylized as to be drained of human emotion .",0
"all very stylish and beautifully photographed , but far more trouble than it's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .",0
"thus when he surprisingly gets an email from american film producer alex brubeck who writes that he had liked the script and would like to meet him personally , tam&#225 ; s sees all his dreams come true .",1
"lauren ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist .",0
"here , adrian lyne comes as close to profundity as he is likely to get .",0
"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures .",0
like leafing through an album of photos accompanied by the sketchiest of captions .,0
"in the not-too-distant future , movies like ghost ship will be used as analgesic balm for overstimulated minds . right now , they're merely signposts marking the slow , lingering death of imagination .",0
one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret .,0
"in the cutthroat world of children's television , rainbow randolph , the corrupt , costumed star of a popular children's tv show , is fired over a bribery scandal and replaced by squeaky-clean smoochy , a puffy fuscia rhinoceros .",1
"the three roommates have proudly scammed their way through the last four years of college and now , during the final exams , these big-men-on-campus are about to be busted by the most unlikely dude in school .",1
things got out of hand and led to a tragic ending .,1
"in the burial society , sheldon kasner , an unlikely criminal who works as a bank loan manager , infiltrates the mysterious world of the chevrah kadisha ( the jewish society that prepares bodies for burial according to ancient ritual ) in order to steal a body and fake his own death after mobsters come after him looking for two million dollars that he is accused of having stolen .",1
". . . expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",0
i've heard that the fans of the first men in black have come away hating the second one . i wonder why . they felt like the same movie to me .,0
"he was married to former adult star <a href= "" /name ? holmes , %20laurie "" >laurie",1
"slim , the thinking head hatched a plan for their final retirement : five consecutive burglars , in five days , involving 20 million dollars .",1
"as a young teenager , he finds out who his father is .",1
"a few questionable actions later on both parties' part , they finally start questioning their actions and their lives .",1
"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) .",0
starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches .,0
the originally noble motive rapidly degenerated into an orgy of bloodletting and terror .,1
"he naively muddles through an underworld of illegal immigrants , immigration lawyers and the ins , and the love of an american girl of indian origin .",1
buenos aires in the year 2002 ; the economical depression has caught the country .,1
"in a small southern american town , paul , who is known for having sexual relations with every girl in town , falls in love with his best friend's younger sister who is a virgin .",1
"when the machine's serviceman is particularly rude to him , he gets revenge by having his double-parked truck ticketed ; the serviceman runs out and leaves his cart behind .",1
"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .",0
"adam miauczynski , the character known from director marek koterski's previous films , is a 44 year-old teacher , who reads poetry during school lessons and later goes home swearing and calling his neighbours' names .",1
"a compelling , moving film that respects its audience and its source material .",0
a thinly veiled excuse for wilson to play his self-deprecating act against murphy's well-honed prima donna shtick .,0
"after the short encounter , they separated and go their on ways .",1
a period story about a catholic boy who tries to help a jewish friend get into heaven by sending the audience straight to hell .,0
"the school administration calls in the acting sheriff to conduct "" a delicate and discrete investigation "" - a whitewash .",1
"'broadway' tells the stories of these legendary performers , composers and writers while illustrating their tales with amazing , rare , archival performance footage and these legends' own home movies and photos .",1
"for all of the contemporary post-colonialist consciousness that kapur tries to bring to the four feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear .",0
the tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .,0
"alex has replaced former roommate nicole ; the ex-best-friend , ex-girlfriend who in true clich&#233 ; form screwed carrie , andy and an a-list director .",1
"heart-stopping talent doesn't seem to be enough when your parents want you to hang up your football boots , find a nice boyfriend and learn to cook the perfect chapatti .",1
"if you're not totally weirded- out by the notion of cinema as community-therapy spectacle , quitting hits home with disorienting force .",0
"between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap .",0
they have one request - their bosses head on a plate .,1
"viewed on its own terms , treasure planet is better-than-average family entertainment , but true fans of the stevenson's novel will likely prefer disney's more faithful 1950 live-action swashbuckling classic .",0
"harry , a world-weary career criminal masquerading as a priest , takes to the road with escaped convict nate and his jailbait girlfriend angel .",1
"if there was any doubt that peter o'fallon didn't have an original bone in his body , a rumor of angels should dispel it .",0
was it too much to ask to have one tank blow up one dragon ? what the hell ? !,0
people move along the street immersed in the flow of day-to-day events .,1
this director's cut -- which adds 51 minutes -- takes a great film and turns it into a mundane soap opera .,0
he is haunted by the ghost of his deceased brother paul who guides him toward his salvation .,1
"shortly hereafter she encounters dieter , a charming young man .",1
"a car crash has cut short his promising baseball career , and with his dream of playing in the major leagues destroyed , sean turns to alcohol .",1
an l . a . artist ( mark ruffalo ) with everything seemingly going for him suddenly finds a change in his life when an art curator cancels his upcoming one-man show .,1
"a sweet , engaging family story about the nature of faith and the power of youthful innocence .",0
"a magnificent conjuring act , an eerie historical mirage evoked in a single sweeping wave of the hand by alexander sokurov .",0
the soviet union has collapsed and armenia is on the verge of her independence .,1
"the real charm of this trifle is the deadpan comic face of its star , jean reno , who resembles sly stallone in a hot sake half-sleep .",0
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",0
one of the film's strongest achievements is the way it manages to get so much mileage out of such a simple concept as spirals .,0
he has no life ( lives at home with his mother ) and no reason to live .,1
"an affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer's previous collaboration , miss congeniality .",0
"daria's boys are : dante , who owns some of the hottest clubs in the city and believes monogamy is a dirty word , unless he's being cheated on .",1
"he's got the rap , the charm and his little black book weighs several pounds .",1
"he , his brother dan , and two other men , steve hart and joe byrne , formed a gang .",1
living with the fosters is a darkly funny and dangerously subtle comedy about one family's paranoid preparation for the year 2000 crisis and beyond .,1
"while on vacation in italy , frances mayes ( lane ) buys a villa in the tuscan countryside and decides to begin anew .",1
"disregarding the fbi's warning , rachel probes into her sisters disappearance .",1
"this is dicaprio's best performance in anything ever , and easily the most watchable film of the year .",0
a weaving trail of twists and turns that left people unsettled for two generations until investigative persistence aided by modern technology brings justice for a young mother and her family some 28 years later .,1
"left in the care of erica and his doctor ( reeves ) , a love triangle starts to take shape .",1
"while mitchell gets ready for school , his mother and her friend ( lisa ) plan a murder , business as usual .",1
and the date of his life turns out to be more than tony bargained for .,1
. . . its stupidities wind up sticking in one's mind a lot more than the cool bits .,0
looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .,0
"after a nuclear apocalypse , the whole landscape is a desert ruin , except for a small island paradise where el toro is buried .",1
"there are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .",0
[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .,0
an army of shadows kidnaps anyone who's out after dark and the patrolling thieves make the daylight miserable for everyone .,1
"the sequel drops the adult aspects of the story in favor of talking reindeer and a life-size , plastic santa replacement ( also played by allen ) that is strongly reminiscent of that creepy family from the duracell commercials .",0
this is a heartfelt mea culpa -- which gives paid in full much of its unexpected emotional power .,0
"if you think it's a riot to see rob schneider in a young woman's clothes , then you'll enjoy the hot chick .",0
tian emphasizes the isolation of these characters by confining color to liyan's backyard .,0
she must stand trial to seek freedom from a life of imprisonment .,1
"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .",0
has the rare capability to soothe and break your heart with a single stroke .,0
that a high-profile movie with big-name actors could inspire such philosophical reflection is impressive .,0
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",0
"stiles takes red green and the other lodge members to court , forcing them to come up with $10 , 000 in damages in ten days - or else lose their beloved possum lodge .",1
"sitting in the third row of the imax cinema at sydney's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not",0
"one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster .",0
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",0
"fragmented , elliptical and overplotted to the point of being hard to track . still , it's worth hanging in for the finish . . . [when] soderbergh pulls off a delicious trick , a gesture of pure , tender , unabashed movie love that makes up for everything .",0
"when sang-woo's mother finds work and finally returns for him , sang-woo has become a different boy .",1
"and francis promises , that after the casino is built , he will have time for children .",1
"for the past seven years mel bishop , a cold-blooded old west outlaw , had rotted away in a filthy mexican prison .",1
"a take on the classic tale 'the boy who cried wolf' , 'big fat liar' is about a 14-year-old boy named jason shephard ( frankie muniz ) who lies for the fun of it .",1
by doing this he meets a link between the two time periods ( lang ) .,1
a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .,0
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in hollywood's hastier productions .,0
got a david lynch jones ? then you'd do well to check this one out because it's straight up twin peaks action . . .,0
"big fat liar is little more than home alone raised to a new , self-deprecating level .",0
"so beautifully acted and directed , it's clear that washington most certainly has a new career ahead of him if he so chooses .",0
"when dwindling membership and increasing overheads makes a local bowling club and prime candidate for a takeover , it's all hands on deck to save the club , in what turns into an epic battle where young meets old , greed meets good and people rise to the occasion in extraordinary circumstances .",1
"caught in an intrigue of baby-snatching , a bounty hunter and diaper-changing , dave and ruby spend a hilarious , unexpected and wild night together .",1
"while the now 72-year-old robert evans been slowed down by a stroke , he has at least one more story to tell : his own .",0
"into their midst come a hotshot american , van zan ( matthew mcconaughey ) , who says he has a way to kill the beasts and save mankind - a way quinn's never seen done .",1
"true to its animatronic roots : . . . as stiff , ponderous and charmless as a mechanical apparatus . . . 'the country bears' should never have been brought out of hibernation .",0
"unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",0
"along the way , their political spirit resurfaces , leading to their fight against the new york city board of education for domestic partner benefits , and their establishment of a pflag chapter for retirees in florida .",1
"a perplexing example of promise unfulfilled , despite many charming moments .",0
a librarian begins a passionate affair with a mysterious woman who walks into his library .,1
"it's a square , sentimental drama that satisfies , as comfort food often can .",0
one whom he could never love and one whom he could never stop loving . . .,1
likely to expertly drum up repressed teenage memories in any viewer .,0
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .,0
a group of kids are driving to new mexico to get drugs when their car breaks down in front of a slaughterhouse where a family of cannibals live .,1
it is the first time ever that he leaves the desolate village in the balkan mountains .,1
"a series of mysterious and bizarre death threats soon ushers in symptoms of paranoia , unwelcome fame , and eventually a severe case of writer's block .",1
"with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , the dogwalker has a few characters and ideas , but it never manages to put them on the same path .",0
